ParallelSentiScore,ParallelSentiment,ParallelTone,ParallelToneScore,content
"('neutral', 0.513)",neutral,Fear,"('Fear', 0.3080641609985499)","When dream of anything terrifying used to have fear for the rest of the day that the dream might come true e.g., being beaten (or eaten ?) by snake."
"('positive', 0.66)",positive,Sad,"('Sad', 0.3799838131462208)",had been in love with certain young man who pretended to love me but one day found out that he had another girlfriend who was also friend of mine.
"('negative', 0.797)",negative,Sad,"('Sad', 0.7235628383302873)",wrote letter to my boyfriend but he couldn't answer it in time so as defence mechanism just found that felt so sad about it and couldn't talk to anyone.
"('negative', 0.756)",negative,Bored,"('Bored', 0.46394558562990873)","Once offended friend, instead of her coming to me to ask and discuss the matter she was just telling other people about it and say all she could about me."
"('negative', 0.913)",negative,Sad,"('Sad', 0.56552958651627)",was once chatting with friends. Then some boys came and joined us. These boys took all my friends away and was left alone in shame without knowing where to go from there.
"('negative', 0.695)",negative,Sad,"('Sad', 0.4944386356199741)",One day found an incontinent man in the ward. This patient had guardian who couldn't give him bath. So just left him like that but felt guilty until went back to give him bath.
"('negative', 0.591)",negative,Sad,"('Sad', 0.555850836943132)",When heard that had passed my end of first year exams and was ready to enter nd year because felt had failed as they were very hard.
"('negative', 0.674)",negative,Angry,"('Angry', 0.24238000171852872)",broke window of neighbouring house and feared my mother's judgement and action on what had done.
"('negative', 0.952)",negative,Angry,"('Angry', 0.5851825449134055)",The headmistress at secondary school accused me of banging the classroom door when didn't in front of the whole class.
"('positive', 0.852)",positive,Sad,"('Sad', 0.682269937459876)",received message that my elder brother was involved in car accident and was admitted in hospital.
"('negative', 0.973)",negative,Angry,"('Angry', 0.42167432381033715)","The carterer refused to give me sugar to add to my tea saying that there was no sugar whilst it was there, so left the cafe disgusted without taking the tea."
"('negative', 0.974)",negative,Sad,"('Sad', 0.45722587116410884)",insulted my friend for small reason and after time realised that was wrong and felt ashamed; everytime meet her feel ashamed.
"('negative', 0.886)",negative,Sad,"('Sad', 0.6279274022856214)","My patient died of Anaemia while was organising blood transfusion for him, so felt guilty, because thought that may be was slow."
"('neutral', 0.665)",neutral,Sad,"('Sad', 0.3459006423559306)",When was selected to start Form at Malosa Secondary school.
"('negative', 0.829)",negative,Angry,"('Angry', 0.4351237054134697)",When thief entered the house in which was sleeping.
"('negative', 0.805)",negative,Angry,"('Angry', 0.5552127460114371)",When my dress was stolen.
"('positive', 0.561)",positive,Sad,"('Sad', 0.7454327899903682)",When my grandmother died after long illness.
"('neutral', 0.399)",neutral,Fear,"('Fear', 0.4684321865069801)",When boarded Yanu Yanu bus sat near man who was smoking tobacco.
"('negative', 0.618)",negative,Sad,"('Sad', 0.38004213612713866)",When refused to fetch water for my aunty while she was busy.
"('negative', 0.555)",negative,Sad,"('Sad', 0.37761405990013147)",When hit my young sister without valid reason.
"('positive', 0.979)",positive,Happy,"('Happy', 0.38653873623383517)",was very joyful when heard that had passed the standard exams. The day heard the news was the day celebrated my birthday.
"('negative', 0.81)",negative,Sad,"('Sad', 0.5960917032492348)",was in the house at night and heard hyena crying outside. It cried for almost an hour and feared it might break the window and enter inside the house.
"('negative', 0.938)",negative,Angry,"('Angry', 0.473826665765903)",was angry at the Cafeteria when the cook scolded and said many bad things about me without reason. He thought was among the girls who did him wrong.
"('positive', 0.704)",positive,Sad,"('Sad', 0.8423021537858497)",was very sad when heard that my Auntie had passed away.
"('negative', 0.977)",negative,Fear,"('Fear', 0.4915322348741451)",was disgusted the other day was told to take off the dog's faeces around the house since they smelled bad did the job but in the end felt disgusted.
"('negative', 0.98)",negative,Angry,"('Angry', 0.36253547650184614)",was very ashamed when failed test in Standard . The teacher told the other students to shout and laugh at me.
"('negative', 0.624)",negative,Fear,"('Fear', 0.33641417843232174)",felt guilty because stole some sweets from my father's grocery. When he asked me who stole the sweets told him it was my brother who stole the sweets and he was scolded.
"('positive', 0.848)",positive,Fear,"('Fear', 0.27105004460924625)","When heard that had passed my MCE Exam, spent the whole day dancing and eating sugarcanes from our garden."
"('positive', 0.591)",positive,Sad,"('Sad', 0.3090686630496372)",When heard that my father had found letter from my boyfriend and he was calling me to talk about it.
"('negative', 0.556)",negative,Fear,"('Fear', 0.24224925168176661)",When certain boy went about saying that am his girlfriend. wrote him an insulting letter to him and called him names.
"('negative', 0.811)",negative,Sad,"('Sad', 0.6922172335049264)",When heard that my father had passed away. could not eat for week and was only crying. could not find the courage to go to bath.
"('negative', 0.762)",negative,Angry,"('Angry', 0.5154635858779923)",When boy hated most in our classroom took my Jersey from my desk and put it on.
"('negative', 0.958)",negative,Angry,"('Angry', 0.4092067316701627)",When wet my head (or bed ?) one day my sister discovered it and reported it to the other siblings. So my mother had to scold me.
"('negative', 0.923)",negative,Sad,"('Sad', 0.40326543600243964)",When insulted my young sister for very little misconduct of putting on my shoes. She wrote me an apology letter and the message she included made me feel guilty.
"('positive', 0.995)",positive,Happy,"('Happy', 0.400370671555732)",It was in  September when MCE results were being announced on the radio. When heard my name that had done well just kept quiet. was so happy that couldn't even talk.
"('negative', 0.919)",negative,Sad,"('Sad', 0.5772153580328526)",was on my way home when suddenly Gule Wamkulu came from the bush and blocked the road. was in fear and didn't know what to do.
"('negative', 0.538)",negative,Sad,"('Sad', 0.3518005336030143)","certain man went to my parents and told them that was married here, when am here at school. When went home for holidays my parents asked me about it and was angry with that man."
"('positive', 0.537)",positive,Sad,"('Sad', 0.7670390844067411)",When went home on holidays found that my niece and nephew had passed away was very sad for the children were not even sick before death but suddenly died.
"('positive', 0.898)",positive,Fear,"('Fear', 0.3533073710832282)",met certain lady at the bus depot who was using bad language but was very smart looking lady.
"('negative', 0.901)",negative,Sad,"('Sad', 0.40209003995390996)",wore dirty dress certain day was going to town met an old friend who made comment about my dress so felt ashamed.
"('positive', 0.823)",positive,Sad,"('Sad', 0.6561504974011841)",One day shouted at my brother who didn't do any wrong to me only that had disappointment from friend and projected it on to him. He cried and felt guilty after sometime.
"('positive', 0.488)",positive,Fear,"('Fear', 0.31701516754667225)","was joyful when received present ( books and pencil) from the headmaster in standard because had passed, became No and he said was one of the pupils who had good behaviour."
"('negative', 0.756)",negative,Sad,"('Sad', 0.35694328822236904)","went to the prayer meeting at night and unfortunately the car broke down, so my other sister said had to walk alone from Ndirande to Chirimba at around midnight. So we reached home at am. was afraid of robbers and dardness."
"('negative', 0.872)",negative,Angry,"('Angry', 0.39862576112016235)","was angry the other day because the teacher told me to sweep some orange peels. It was my friends who were supposed to sweep, but the teacher told me to do it."
"('negative', 0.73)",negative,Sad,"('Sad', 0.683573788625447)",was very sad when heard that my brother had failed the standard exams for the third time.
"('negative', 0.93)",negative,Fear,"('Fear', 0.4364361839471407)",was very disgusted the first day went to put dead body in the Mortuary. There were many dead bodies and some were uncovered so we had to put on top of the other bodies.
"('negative', 0.938)",negative,Sad,"('Sad', 0.3126906544587434)",was really shameful when my mother beat me in the presence of my friends because didn't cook lunch up until o'clock.
