ParallelSentiScore,ParallelSentiment,ParallelTone,ParallelToneScore,content
"('negative', 0.941)",negative,Bored,"('Bored', 0.3741425837708055)",Bush remind me of elevator music You hear it but you dont listen
"('neutral', 0.531)",neutral,Angry,"('Angry', 0.29343781486835097)",talk change tax code to fix job Is that for give more tax break
"('negative', 0.709)",negative,Angry,"('Angry', 0.3263606499723769)",Dear Walker you have nothing to brag about you your state of and you suck
"('negative', 0.941)",negative,Bored,"('Bored', 0.3741425837708055)",Bush remind me of elevator music You hear it but you dont listen
"('negative', 0.941)",negative,Bored,"('Bored', 0.3741425837708055)",Bush remind me of elevator music You hear it but you dont listen
"('positive', 0.838)",positive,Excited,"('Excited', 0.49756854915672083)",go to say it Thank god be there
"('negative', 0.469)",negative,Fear,"('Fear', 0.4175108672530701)",Is the really an oral version of
"('negative', 0.584)",negative,Angry,"('Angry', 0.4472783022340533)",Can you answer this very direct question I should be president So no
"('positive', 0.808)",positive,Fear,"('Fear', 0.268951165717299)",men on stage discuss one woman
"('negative', 0.941)",negative,Bored,"('Bored', 0.3741425837708055)",Bush remind me of elevator music You hear it but you dont listen
"('positive', 0.993)",positive,Happy,"('Happy', 0.41142930058076554)",Its cute how have the Big Boy haircut
"('negative', 0.584)",negative,Angry,"('Angry', 0.4472783022340533)",Can you answer this very direct question I should be president So no
"('positive', 0.688)",positive,Excited,"('Excited', 0.6066520889948194)",In term of substance dominate
"('negative', 0.686)",negative,Angry,"('Angry', 0.2510216031199888)",FOX News wont admit who the Republican leader be right now I mean only have a lead
"('negative', 0.941)",negative,Bored,"('Bored', 0.3741425837708055)",Bush remind me of elevator music You hear it but you dont listen
"('positive', 0.808)",positive,Fear,"('Fear', 0.268951165717299)",men on stage discuss one woman
"('negative', 0.941)",negative,Bored,"('Bored', 0.3741425837708055)",Bush remind me of elevator music You hear it but you dont listen
"('negative', 0.941)",negative,Bored,"('Bored', 0.3741425837708055)",Bush remind me of elevator music You hear it but you dont listen
"('positive', 0.808)",positive,Fear,"('Fear', 0.268951165717299)",men on stage discuss one woman
"('positive', 0.808)",positive,Fear,"('Fear', 0.268951165717299)",men on stage discuss one woman
"('positive', 0.808)",positive,Fear,"('Fear', 0.268951165717299)",men on stage discuss one woman
"('negative', 0.941)",negative,Bored,"('Bored', 0.3741425837708055)",Bush remind me of elevator music You hear it but you dont listen
"('negative', 0.46)",negative,Bored,"('Bored', 0.37849491161801296)",Obviously doesnt want as Is everyone with select the nominee
"('negative', 0.709)",negative,Angry,"('Angry', 0.3263606499723769)",Dear Walker you have nothing to brag about you your state of and you suck
"('positive', 0.808)",positive,Fear,"('Fear', 0.268951165717299)",men on stage discuss one woman
"('negative', 0.941)",negative,Bored,"('Bored', 0.3741425837708055)",Bush remind me of elevator music You hear it but you dont listen
"('negative', 0.941)",negative,Bored,"('Bored', 0.3741425837708055)",Bush remind me of elevator music You hear it but you dont listen
"('positive', 0.808)",positive,Fear,"('Fear', 0.268951165717299)",men on stage discuss one woman
"('negative', 0.941)",negative,Bored,"('Bored', 0.3741425837708055)",Bush remind me of elevator music You hear it but you dont listen
"('negative', 0.686)",negative,Angry,"('Angry', 0.2510216031199888)",FOX News wont admit who the Republican leader be right now I mean only have a lead
"('negative', 0.686)",negative,Angry,"('Angry', 0.2510216031199888)",FOX News wont admit who the Republican leader be right now I mean only have a lead
"('neutral', 0.531)",neutral,Angry,"('Angry', 0.3427992340788029)",You be now promise free pizza every and no homework ever again
"('positive', 0.808)",positive,Fear,"('Fear', 0.268951165717299)",men on stage discuss one woman
"('positive', 0.809)",positive,Happy,"('Happy', 0.6963448137861212)",everything you
"('negative', 0.941)",negative,Bored,"('Bored', 0.3741425837708055)",Bush remind me of elevator music You hear it but you dont listen
"('negative', 0.807)",negative,Angry,"('Angry', 0.5045695972946878)",I could never run for president My father be a geophysicist doesnt resonate with
"('neutral', 0.487)",neutral,Bored,"('Bored', 0.4266841471079804)",I think and Trump need to band together and expose this set up job and get rid of Bush and
"('negative', 0.941)",negative,Bored,"('Bored', 0.3741425837708055)",Bush remind me of elevator music You hear it but you dont listen
"('negative', 0.941)",negative,Bored,"('Bored', 0.3741425837708055)",Bush remind me of elevator music You hear it but you dont listen
"('positive', 0.808)",positive,Fear,"('Fear', 0.268951165717299)",men on stage discuss one woman
"('negative', 0.703)",negative,Sad,"('Sad', 0.3135351534349879)",This silence of Ben be just one glimpse into why doesnt work and just how racial hierarchy operate
"('neutral', 0.515)",neutral,Angry,"('Angry', 0.2904636970389253)",If would stop raid the fund actual put back what they take out
"('positive', 0.808)",positive,Fear,"('Fear', 0.268951165717299)",men on stage discuss one woman
"('positive', 0.65)",positive,Excited,"('Excited', 0.31871196483872577)",the only guy on this stage who Is theme and its not a bad theme
"('negative', 0.966)",negative,Sad,"('Sad', 0.29710181407734676)",Why do I expect anything from these people Thats my fault
"('negative', 0.941)",negative,Bored,"('Bored', 0.3741425837708055)",Bush remind me of elevator music You hear it but you dont listen
"('negative', 0.584)",negative,Angry,"('Angry', 0.4472783022340533)",Can you answer this very direct question I should be president So no
"('positive', 0.455)",positive,Happy,"('Happy', 0.2952289976523382)",Moving on from the to Holden
"('neutral', 0.346)",neutral,Fear,"('Fear', 0.3590590876667705)",Trump have Cam hand
"('positive', 0.52)",positive,Excited,"('Excited', 0.3514058252646012)",Oh yes please pontificate on social security reform baby
"('neutral', 0.623)",neutral,Angry,"('Angry', 0.2744251076911457)",Fox be cherry pick the get the softball question
"('positive', 0.984)",positive,Happy,"('Happy', 0.2894038773833423)",Thank you O B wan
"('positive', 0.808)",positive,Fear,"('Fear', 0.268951165717299)",men on stage discuss one woman
"('negative', 0.686)",negative,Angry,"('Angry', 0.2510216031199888)",FOX News wont admit who the Republican leader be right now I mean only have a lead
"('negative', 0.686)",negative,Angry,"('Angry', 0.2510216031199888)",FOX News wont admit who the Republican leader be right now I mean only have a lead
"('negative', 0.584)",negative,Angry,"('Angry', 0.4472783022340533)",Can you answer this very direct question I should be president So no
"('positive', 0.456)",positive,Excited,"('Excited', 0.26193810345748525)",practice Lots of number
"('positive', 0.607)",positive,Excited,"('Excited', 0.3508942314512742)",High lofty
"('negative', 0.941)",negative,Bored,"('Bored', 0.3741425837708055)",Bush remind me of elevator music You hear it but you dont listen
"('positive', 0.808)",positive,Fear,"('Fear', 0.268951165717299)",men on stage discuss one woman
"('positive', 0.499)",positive,Sad,"('Sad', 0.23562577403725868)",DAD WAS A MAILMAN BUT HE Which have protect letter for
"('positive', 0.885)",positive,Angry,"('Angry', 0.2165605179148041)",Dear Trump Thank you
"('positive', 0.808)",positive,Fear,"('Fear', 0.268951165717299)",men on stage discuss one woman
"('negative', 0.941)",negative,Bored,"('Bored', 0.3741425837708055)",Bush remind me of elevator music You hear it but you dont listen
"('positive', 0.763)",positive,Excited,"('Excited', 0.27792523104474276)",in where I often rail misogyny in politics And here be men men men
"('positive', 0.993)",positive,Happy,"('Happy', 0.41142930058076554)",Its cute how have the Big Boy haircut
"('negative', 0.709)",negative,Angry,"('Angry', 0.3263606499723769)",Dear Walker you have nothing to brag about you your state of and you suck
"('negative', 0.941)",negative,Bored,"('Bored', 0.3741425837708055)",Bush remind me of elevator music You hear it but you dont listen
"('positive', 0.808)",positive,Fear,"('Fear', 0.268951165717299)",men on stage discuss one woman
"('negative', 0.686)",negative,Angry,"('Angry', 0.2510216031199888)",FOX News wont admit who the Republican leader be right now I mean only have a lead
"('negative', 0.941)",negative,Bored,"('Bored', 0.3741425837708055)",Bush remind me of elevator music You hear it but you dont listen
"('negative', 0.941)",negative,Bored,"('Bored', 0.3741425837708055)",Bush remind me of elevator music You hear it but you dont listen
"('negative', 0.941)",negative,Bored,"('Bored', 0.3741425837708055)",Bush remind me of elevator music You hear it but you dont listen
"('positive', 0.808)",positive,Fear,"('Fear', 0.268951165717299)",men on stage discuss one woman
"('neutral', 0.529)",neutral,Excited,"('Excited', 0.3844189812151142)",Future of
"('negative', 0.941)",negative,Bored,"('Bored', 0.3741425837708055)",Bush remind me of elevator music You hear it but you dont listen
"('negative', 0.941)",negative,Bored,"('Bored', 0.3741425837708055)",Bush remind me of elevator music You hear it but you dont listen
"('positive', 0.499)",positive,Sad,"('Sad', 0.23562577403725868)",DAD WAS A MAILMAN BUT HE Which have protect letter for
"('positive', 0.808)",positive,Fear,"('Fear', 0.268951165717299)",men on stage discuss one woman
"('negative', 0.941)",negative,Bored,"('Bored', 0.3741425837708055)",Bush remind me of elevator music You hear it but you dont listen
"('negative', 0.941)",negative,Bored,"('Bored', 0.3741425837708055)",Bush remind me of elevator music You hear it but you dont listen
"('neutral', 0.701)",neutral,Excited,"('Excited', 0.29235012879975963)",prove that in the US be more likely to be assault by men verbally physically than any kind of te
"('negative', 0.941)",negative,Bored,"('Bored', 0.3741425837708055)",Bush remind me of elevator music You hear it but you dont listen
"('negative', 0.941)",negative,Bored,"('Bored', 0.3741425837708055)",Bush remind me of elevator music You hear it but you dont listen
"('neutral', 0.708)",neutral,Fear,"('Fear', 0.28426920086281193)",Repeal seem to be a theme here
"('neutral', 0.611)",neutral,Angry,"('Angry', 0.3493821710446367)",Hey do just push Keystone Not be popular in state
"('negative', 0.941)",negative,Bored,"('Bored', 0.3741425837708055)",Bush remind me of elevator music You hear it but you dont listen
"('negative', 0.43)",negative,Bored,"('Bored', 0.2843418781199639)",Its Joe Rick Perry be watch the the same way right now
"('negative', 0.941)",negative,Bored,"('Bored', 0.3741425837708055)",Bush remind me of elevator music You hear it but you dont listen
"('negative', 0.584)",negative,Angry,"('Angry', 0.4472783022340533)",Can you answer this very direct question I should be president So no
"('neutral', 0.688)",neutral,Bored,"('Bored', 0.34008877743022614)",Id be interest to see to what people would be will to do
"('neutral', 0.581)",neutral,Bored,"('Bored', 0.43486903615829714)",about entitlement reform Might be talk about Bush and
"('neutral', 0.487)",neutral,Bored,"('Bored', 0.4266841471079804)",I think and Trump need to band together and expose this set up job and get rid of Bush and
"('positive', 0.512)",positive,Fear,"('Fear', 0.2251151563599924)",Correct me if wrong but Walker be pretty much universally hat in after he be elect right
"('positive', 0.808)",positive,Fear,"('Fear', 0.268951165717299)",men on stage discuss one woman
"('negative', 0.921)",negative,Bored,"('Bored', 0.38301678350491336)",dumb dumb question Get on with it
"('positive', 0.499)",positive,Sad,"('Sad', 0.23562577403725868)",DAD WAS A MAILMAN BUT HE Which have protect letter for
"('neutral', 0.457)",neutral,Excited,"('Excited', 0.2338950089678077)",My just me black live dont matter and neither do Black Republican live
"('positive', 0.516)",positive,Angry,"('Angry', 0.30241839576287555)",Breaking just hand a to calm him down
"('negative', 0.961)",negative,Angry,"('Angry', 0.7201418387079694)",really really really piss off at FOX News for what they do to
"('negative', 0.686)",negative,Angry,"('Angry', 0.2510216031199888)",FOX News wont admit who the Republican leader be right now I mean only have a lead
"('negative', 0.686)",negative,Angry,"('Angry', 0.2510216031199888)",FOX News wont admit who the Republican leader be right now I mean only have a lead
"('neutral', 0.889)",neutral,Excited,"('Excited', 0.3014413589904893)",Drink every time be mention during the
"('negative', 0.92)",negative,Sad,"('Sad', 0.36482371490516025)",Why have no one mention
"('positive', 0.808)",positive,Fear,"('Fear', 0.268951165717299)",men on stage discuss one woman
"('negative', 0.584)",negative,Angry,"('Angry', 0.4472783022340533)",Can you answer this very direct question I should be president So no
"('negative', 0.755)",negative,Angry,"('Angry', 0.38830401989307106)",Hey Bush you have nothing to replace with and you give us a break you
