ParallelSentiScore,ParallelSentiment,ParallelTone,ParallelToneScore,content
"('negative', 0.8)",negative,Sad,"('Sad', 0.3762564055325874)","Okay, this weather isn't ;cute sundress; friendly. dont get how it could be so warm one minute and cold the next. was freezing"
"('negative', 0.632)",negative,Sad,"('Sad', 0.41374730710247526)",_sb killed my furby tooo
"('negative', 0.895)",negative,Angry,"('Angry', 0.4050604395841335)", how are you gonna get them? got bitten
"('negative', 0.956)",negative,Angry,"('Angry', 0.3233904999563497)","getting ready to start my work week, it's so not TGIF for me!! It's monday"
"('negative', 0.417)",negative,Sad,"('Sad', 0.6681921155213418)",just want to watch my Naruto Shippuuden missed episodes.
"('positive', 0.879)",positive,Sad,"('Sad', 0.4141991960502046)"," sad, but true"
"('negative', 0.913)",negative,Angry,"('Angry', 0.4743651663897476)",Never commute in the rain. The people get so much meaner to you.
"('negative', 0.551)",negative,Sad,"('Sad', 0.4661882311862152)", want to talk with but the calls are so expensive LOVE YOU
"('positive', 0.913)",positive,Happy,"('Happy', 0.36083127282162486)"," Possibly, yes."
"('positive', 0.469)",positive,Fear,"('Fear', 0.317005486869723)","shifts down, to go... then its my birthday!! but, should be getting excited??? im turning  which means im almost "
"('negative', 0.702)",negative,Fear,"('Fear', 0.3453002585339613)"," just went to find that unity girl on bebo, cant find her! fail at bebo stalking"
"('positive', 0.904)",positive,Excited,"('Excited', 0.2871261825699328)",Its finally nice out... An hour before we leave
"('negative', 0.648)",negative,Angry,"('Angry', 0.22966916266081652)",_serafina Its headed this way
"('positive', 0.72)",positive,Bored,"('Bored', 0.3334595291789558)", one of them is
"('negative', 0.969)",negative,Sad,"('Sad', 0.7638136103470728)", no one ever gave me the info I'm sad
"('positive', 0.541)",positive,Sad,"('Sad', 0.47897120158074835)"," *hugs* Oh gosh, I'm sorry"
"('negative', 0.826)",negative,Sad,"('Sad', 0.3955038978392651)",Just found out that one of my coworkers in St. Paul (who actually know and talk to) got laid off. This blows.
"('positive', 0.523)",positive,Sad,"('Sad', 0.7170066376917719)",Gonna miss the girlys soo super loads! Wish wasn't going for weeks! It's wayy to long
"('negative', 0.857)",negative,Fear,"('Fear', 0.5353804818759388)"," Oh god, what was that thing! It scared me."
"('negative', 0.88)",negative,Fear,"('Fear', 0.4752037098549544)",Has head cold
"('positive', 0.49)",positive,Angry,"('Angry', 0.3672552096378886)", Hey! Polka dots or black dress. Both very glam. Mobile twitter's bit crap at the mo.
"('positive', 0.484)",positive,Sad,"('Sad', 0.3051729058394347)",went to bestbuy today and found that they had pretty much ever HP except the one wanted to look at
"('negative', 0.622)",negative,Sad,"('Sad', 0.3216507690656102)", don't get it...
"('positive', 0.649)",positive,Sad,"('Sad', 0.4072738797255031)"," awww, im so sorry hun im sure she didn't do it on purpose though, she seems so sweet! Maybe it was  hour thing? :s"
"('negative', 0.986)",negative,Sad,"('Sad', 0.4062527363291478)",No TV and no internet make Catherine something something?
"('neutral', 0.682)",neutral,Angry,"('Angry', 0.7902836657829835)", I'm sorry you're having bad day was just looking back through. Do need to give someone knuckle sandwich?
"('neutral', 0.587)",neutral,Fear,"('Fear', 0.47896210628521624)", am in the 'real world' which apparently involves lot less twitter.... sorry!
"('positive', 0.847)",positive,Happy,"('Happy', 0.45355834043402066)"," agree! mmm so good, miss eating it with you tho"
"('negative', 0.844)",negative,Sad,"('Sad', 0.46514199752752383)","oh also... here's clip of the new moon trailer, that can't watch cuz i'm at work. "
"('negative', 0.778)",negative,Fear,"('Fear', 0.42232536879553695)",". No sun but can see the ocean now..I almost ran over squirrel driving home from the store, was so foggy! Where you?"
"('negative', 0.986)",negative,Angry,"('Angry', 0.7515660181248494)"," kill me as soon as you get here ,ok? my sister is having sleepover tonight and her obnoxious friends are driving me insane"
"('positive', 0.513)",positive,Sad,"('Sad', 0.45534463484535725)", man wont be home to co host with you! xo*blair
"('negative', 0.854)",negative,Angry,"('Angry', 0.3793385493555514)"," bananabrain got hit by car and got screwed! O,  oepn wounds, broken finger, broken toe (both toe and nail) f**ed up"
"('negative', 0.765)",negative,Angry,"('Angry', 0.4029791939589719)",rught brb on me ipod. if randomly go off its cos me internet breaks
"('negative', 0.911)",negative,Sad,"('Sad', 0.3525857272728158)",think the rain killed my phone
"('positive', 0.777)",positive,Sad,"('Sad', 0.4865330931628349)", aww you poor thing hope all goes well!
"('negative', 0.533)",negative,Sad,"('Sad', 0.30674577088636185)",had to throw out lotion at the air port terminal
"('positive', 0.865)",positive,Sad,"('Sad', 0.49890377625506394)",About to hop in the shower. miss my little soap sud Ashley.
"('negative', 0.64)",negative,Sad,"('Sad', 0.4550069876673964)",Seth Green tells WalletPop his secrets of financial success as 'Unbroke' premieres. link was too long
"('neutral', 0.404)",neutral,Sad,"('Sad', 0.42168126285755014)",need blackberry
"('positive', 0.813)",positive,Sad,"('Sad', 0.3042378963431176)", Sounds great ... wish had the do buy some!
"('positive', 0.695)",positive,Sad,"('Sad', 0.801585498914476)",Missing Nate more than usual tonight
"('positive', 0.427)",positive,Angry,"('Angry', 0.2508144678152721)",Parking garage concrete pole -- the new Odessey .
"('negative', 0.867)",negative,Sad,"('Sad', 0.47003731454432335)", I'm sorry. It sucks can't get spotify free. would never stop you but just got links from different people. It's crud.
"('negative', 0.504)",negative,Bored,"('Bored', 0.3217487090416516)",message from  Could you let people know have been booted off
"('positive', 0.963)",positive,Sad,"('Sad', 0.29732382110078415)",You such good friend ; miss you so much
"('positive', 0.814)",positive,Happy,"('Happy', 0.23699697246442553)",would some one plese suggest me great thriller movie
"('negative', 0.867)",negative,Sad,"('Sad', 0.633762680741073)", hhhhhhaaaaaaaaaaaaa!!!! Yo hve me in tears!...its all  fault he said cancelled so thought....
"('positive', 0.758)",positive,Fear,"('Fear', 0.28970886305487287)",have problems wih pizza..ii love it too much..i'm so addicted to pizza and Dot Dot Curve. ;
"('negative', 0.833)",negative,Angry,"('Angry', 0.4665654790814085)", Lucky Im stuck in the rain...
"('positive', 0.496)",positive,Sad,"('Sad', 0.7456186458435647)", when he's there. he wasn't there today. sadness!
"('negative', 0.671)",negative,Happy,"('Happy', 0.30526686910797574)", their loss
"('negative', 0.954)",negative,Sad,"('Sad', 0.6373082359137563)", why are you sad?
"('negative', 0.865)",negative,Angry,"('Angry', 0.38088796305039413)",Also just realized that my digital voice recorder doesn't have USB port!?!?! think picked the wrong model
"('negative', 0.724)",negative,Sad,"('Sad', 0.322194027676906)"," the mind plugs work, but the patent got turned down b/c someone already thought of earplugs and benedryl"
"('negative', 0.585)",negative,Sad,"('Sad', 0.575087874702875)","FML.. today sucks.. just hope the dance will bring my soul up.. pray, but im still sad..i hateee todayyyyyy!!! ;;("
"('negative', 0.905)",negative,Sad,"('Sad', 0.5786439105565625)", Are we going to be able to buy more than ticket online through livenation tomorrow? cant make it to LA
"('negative', 0.395)",negative,Sad,"('Sad', 0.25892260041562776)",Postponed is not abandoned. //
"('positive', 0.853)",positive,Fear,"('Fear', 0.2678856625054045)", still haven't been to the infamous liverpool store my manager helped set it up said it's awesome (y)
"('positive', 0.909)",positive,Fear,"('Fear', 0.3753524226785934)"," aw no! yeah must say, it was very good haha"
"('negative', 0.897)",negative,Bored,"('Bored', 0.7254283958103594)",Boring starting work weekend soon................ st need to get Tim Coffee so can make it through this damn night shift........
"('positive', 0.487)",positive,Sad,"('Sad', 0.6262969419478919)","Upcoming trip...Italy, France and Belgium...yeah. Sadly, no Germany. Surprisingly bummed about that. Almost tradition."
"('negative', 0.97)",negative,Angry,"('Angry', 0.6928222968906506)",Windows updates suck. There are so freaking many of them.
"('negative', 0.439)",negative,Happy,"('Happy', 0.2363190454151716)"," Wrong Besides, you wouldn't even draw for yourself now so giving yourself the ;responsibility; to post there wud be better"
"('positive', 0.969)",positive,Fear,"('Fear', 0.37301174037045504)", hope feel better sweetie
"('negative', 0.751)",negative,Angry,"('Angry', 0.3306008058877881)",nothing sobers you up faster than getting sprayed with wet hose
"('negative', 0.422)",negative,Fear,"('Fear', 0.40183858026440833)",Uh-oh...it's becoming grey again out here. hope it's not one of those ;pop-up showers; on the way.
"('negative', 0.979)",negative,Sad,"('Sad', 0.7497131737662034)",want korean bbq so baddd but no one can come with me
"('negative', 0.75)",negative,Bored,"('Bored', 0.39011401879854984)"," do text to twitter sometimes, but don't receive any on my phone so...."
"('negative', 0.797)",negative,Fear,"('Fear', 0.24809337160033482)"," things to do, the last thing on my mind is cleaning up everyone's cake mess"
"('negative', 0.628)",negative,Fear,"('Fear', 0.27218174388843325)"," always come up when we have the money least, it's the rotten law of averages"
"('positive', 0.788)",positive,Sad,"('Sad', 0.3818890405440461)", baby! GOD ITS SAD REALLY oh well lifes partaaay! xxxxxxxxxx
"('negative', 0.87)",negative,Sad,"('Sad', 0.3775961020209596)"," After many attempts, can't figure out how put pic in the avatar. Tells me pic is too big. Frustrated trying.......sorry"
"('positive', 0.962)",positive,Happy,"('Happy', 0.3740733540304534)"," want to but can't call you cause live in argentina really really love you mitchel! You're AWESOME, you Rock!?"
"('negative', 0.841)",negative,Angry,"('Angry', 0.7139693478803728)","do even bother getting new fone..i just fucking break them anyway,,,fones dont float,,especially when thrown in the pool"
"('negative', 0.764)",negative,Sad,"('Sad', 0.4062740640405917)",Feels really bad for  with his epic toothache. Wish there was more could do than putting pig in the microwave
"('negative', 0.962)",negative,Angry,"('Angry', 0.5606341418501628)", there is always traffic heading back here to long island on fridays.
"('negative', 0.932)",negative,Sad,"('Sad', 0.6547203378921019)",hate funerals.
"('positive', 0.83)",positive,Sad,"('Sad', 0.8007599737285259)",Love the movie Grease! Can't believe that Jeff Conaway is the same guy who played Kenickie...so sad to see him on Celebrity Rehab
"('negative', 0.947)",negative,Sad,"('Sad', 0.37777472073836477)",is not looking forward to returning to reality tomorrow.
"('negative', 0.488)",negative,Sad,"('Sad', 0.42071670878259954)","Drove #Mazda #RX today and boy, that car is fun! Sadly though, don't find my car that much fun any more"
"('negative', 0.789)",negative,Excited,"('Excited', 0.23374224908843869)",_sb swear mine was evil it was green and everything LOL
"('positive', 0.566)",positive,Sad,"('Sad', 0.7244699350915845)", actually tear induced
"('positive', 0.463)",positive,Happy,"('Happy', 0.23695666258683262)","Waiting for Danny to text me back,,, xoxo"
"('positive', 0.479)",positive,Bored,"('Bored', 0.4955128479453702)",so ready to go home
"('negative', 0.758)",negative,Sad,"('Sad', 0.39523152616068635)",Im had to leave early to go to piccolo practice.
"('positive', 0.588)",positive,Bored,"('Bored', 0.42299526663369197)",Longest trackk meet everrr
"('negative', 0.912)",negative,Angry,"('Angry', 0.3629916430177921)", can't follow that one
"('positive', 0.788)",positive,Sad,"('Sad', 0.45515023454126263)"," Excellent pic! Wish were there, but it's long drive from TN."
"('positive', 0.729)",positive,Happy,"('Happy', 0.30223968736690726)", ahaha yay! im staying there until only going with anyone?
"('negative', 0.785)",negative,Sad,"('Sad', 0.636782972758142)",oh no! :| no more celebrity ding dong for ages
"('positive', 0.621)",positive,Bored,"('Bored', 0.8483173070429966)"," Hello, im good thank you tottaly tired, been working lots today...tottaly shattered! what about"
"('negative', 0.748)",negative,Sad,"('Sad', 0.6690550111213088)", im sadd sancha june  for me is fail its gonna be you and chini ((((((
"('positive', 0.511)",positive,Sad,"('Sad', 0.40915070535971304)", aww sorry ot hear that least its work though!
"('negative', 0.899)",negative,Angry,"('Angry', 0.5991782945070598)",Mowing #. hate my lawn
"('neutral', 0.854)",neutral,Happy,"('Happy', 0.38577023481755235)", yes please
"('positive', 0.891)",positive,Sad,"('Sad', 0.5842999369021269)", oh wow...hope he's ok take him the vet?
"('positive', 0.654)",positive,Fear,"('Fear', 0.18018195689088656)",Rain oh well it's still Friday!!
"('negative', 0.698)",negative,Sad,"('Sad', 0.6069419533078527)",Just saw trailer for Batman Arkham Asylum and you can play as the Joker. But that's only PS exclusive. Damn That hurt.
"('negative', 0.627)",negative,Sad,"('Sad', 0.30382642507665286)","last thoughts, again: is sorry, laura. and doesn't want her last tweet of the day to stuart to be nasty *hugs*"
"('neutral', 0.597)",neutral,Happy,"('Happy', 0.342560121125225)",Painting my room
"('positive', 0.93)",positive,Excited,"('Excited', 0.21737874869266557)",Getting little mowing the grass in this evening! fun
"('negative', 0.549)",negative,Sad,"('Sad', 0.4331991217385639)"," oh no, sorry to hear abt Firefox crashing on you."
"('negative', 0.505)",negative,Sad,"('Sad', 0.5512327549869392)",really hopes her car's illness is not terminal...
"('negative', 0.806)",negative,Sad,"('Sad', 0.5274813667045251)"," Every time have Friday off. Sadly, that's not too often"
"('positive', 0.397)",positive,Sad,"('Sad', 0.5533210091373736)",wish it was summer
"('negative', 0.896)",negative,Angry,"('Angry', 0.47069643047059234)",booo that meanie  is teasing me with piece of cheese! 
